head	relation	tail	head_cui	tail_cui	source
Entity90	binds_to	Entity7245	C1000906	C1000907	synthetic
Entity90	follows	Entity2973	C1000908	C1000909	synthetic
Entity91	co_occurs_with	Entity7141	C1000910	C1000911	synthetic
Entity91	co_occurs_with	Entity1494	C1000912	C1000913	synthetic
Entity91	derived_from	Entity5700	C1000914	C1000915	synthetic
Entity91	belongs_to_pathway	Entity5460	C1000916	C1000917	synthetic
Entity91	mutated_in	Entity1713	C1000918	C1000919	synthetic
Entity92	derived_from	Entity5403	C1000920	C1000921	synthetic
Entity92	regulates	Entity8117	C1000922	C1000923	synthetic
Entity92	precedes	Entity6561	C1000924	C1000925	synthetic
Entity92	similar_to	Entity601	C1000926	C1000927	synthetic
Entity92	belongs_to_pathway	Entity1442	C1000928	C1000929	synthetic
Entity93	belongs_to_pathway	Entity4135	C1000930	C1000931	synthetic
Entity93	located_in	Entity1899	C1000932	C1000933	synthetic
Entity93	associated_with	Entity8431	C1000934	C1000935	synthetic
Entity93	similar_to	Entity8889	C1000936	C1000937	synthetic
Entity93	causes	Entity6770	C1000938	C1000939	synthetic
Entity94	correlated_with	Entity3073	C1000940	C1000941	synthetic
Entity94	part_of	Entity5927	C1000942	C1000943	synthetic
Entity94	similar_to	Entity8167	C1000944	C1000945	synthetic
Entity94	inhibits	Entity845	C1000946	C1000947	synthetic
Entity94	precedes	Entity4375	C1000948	C1000949	synthetic
Entity95	regulates	Entity2146	C1000950	C1000951	synthetic
Entity95	co_occurs_with	Entity7178	C1000952	C1000953	synthetic
Entity95	associated_with	Entity1989	C1000954	C1000955	synthetic
Entity95	activates	Entity9975	C1000956	C1000957	synthetic
Entity95	regulates	Entity2594	C1000958	C1000959	synthetic
Entity96	associated_with	Entity9024	C1000960	C1000961	synthetic
Entity96	derived_from	Entity9048	C1000962	C1000963	synthetic
Entity96	activates	Entity1527	C1000964	C1000965	synthetic
Entity96	similar_to	Entity1858	C1000966	C1000967	synthetic
Entity96	expressed_in	Entity1924	C1000968	C1000969	synthetic
Entity97	regulates	Entity8165	C1000970	C1000971	synthetic
Entity97	binds_to	Entity8337	C1000972	C1000973	synthetic
Entity97	co_occurs_with	Entity6807	C1000974	C1000975	synthetic
Entity97	activates	Entity7736	C1000976	C1000977	synthetic
Entity97	precedes	Entity7483	C1000978	C1000979	synthetic
Entity98	located_in	Entity2369	C1000980	C1000981	synthetic
Entity98	part_of	Entity3122	C1000982	C1000983	synthetic
Entity98	expressed_in	Entity8327	C1000984	C1000985	synthetic
Entity98	binds_to	Entity1143	C1000986	C1000987	synthetic
Entity98	belongs_to_pathway	Entity6798	C1000988	C1000989	synthetic
Entity99	binds_to	Entity8318	C1000990	C1000991	synthetic
Entity99	regulates	Entity42	C1000992	C1000993	synthetic
Entity99	follows	Entity4891	C1000994	C1000995	synthetic
Entity99	co_occurs_with	Entity9501	C1000996	C1000997	synthetic
Entity99	similar_to	Entity2434	C1000998	C1000999	synthetic
Entity100	co_occurs_with	Entity8824	C1001000	C1001001	synthetic
Entity100	belongs_to_pathway	Entity5654	C1001002	C1001003	synthetic
Entity100	precedes	Entity9042	C1001004	C1001005	synthetic
Entity100	similar_to	Entity6180	C1001006	C1001007	synthetic
Entity100	inhibits	Entity5272	C1001008	C1001009	synthetic
Entity101	follows	Entity3912	C1001010	C1001011	synthetic
Entity101	activates	Entity6274	C1001012	C1001013	synthetic
Entity101	causes	Entity6730	C1001014	C1001015	synthetic
Entity101	co_occurs_with	Entity5213	C1001016	C1001017	synthetic
Entity101	located_in	Entity6246	C1001018	C1001019	synthetic
Entity102	co_occurs_with	Entity2492	C1001020	C1001021	synthetic
Entity102	expressed_in	Entity606	C1001022	C1001023	synthetic
Entity102	follows	Entity8229	C1001024	C1001025	synthetic
Entity102	interacts_with	Entity5439	C1001026	C1001027	synthetic
Entity102	interacts_with	Entity7213	C1001028	C1001029	synthetic
Entity103	similar_to	Entity8617	C1001030	C1001031	synthetic
Entity103	expressed_in	Entity251	C1001032	C1001033	synthetic
Entity103	expressed_in	Entity6717	C1001034	C1001035	synthetic
Entity103	co_occurs_with	Entity1225	C1001036	C1001037	synthetic
Entity103	belongs_to_pathway	Entity4342	C1001038	C1001039	synthetic
Entity104	treats	Entity6512	C1001040	C1001041	synthetic
Entity104	precedes	Entity5383	C1001042	C1001043	synthetic
Entity104	belongs_to_pathway	Entity6226	C1001044	C1001045	synthetic
Entity104	precedes	Entity7994	C1001046	C1001047	synthetic
Entity104	part_of	Entity588	C1001048	C1001049	synthetic
Entity105	activates	Entity1121	C1001050	C1001051	synthetic
Entity105	activates	Entity4708	C1001052	C1001053	synthetic
Entity105	derived_from	Entity1480	C1001054	C1001055	synthetic
Entity105	interacts_with	Entity1612	C1001056	C1001057	synthetic
Entity105	mutated_in	Entity7269	C1001058	C1001059	synthetic
Entity106	associated_with	Entity4906	C1001060	C1001061	synthetic
Entity106	belongs_to_pathway	Entity753	C1001062	C1001063	synthetic
Entity106	regulates	Entity919	C1001064	C1001065	synthetic
Entity106	has_phenotype	Entity5873	C1001066	C1001067	synthetic
Entity106	expressed_in	Entity7056	C1001068	C1001069	synthetic
Entity107	correlated_with	Entity4000	C1001070	C1001071	synthetic
Entity107	follows	Entity6751	C1001072	C1001073	synthetic
Entity107	mutated_in	Entity2950	C1001074	C1001075	synthetic
Entity107	treats	Entity2868	C1001076	C1001077	synthetic
Entity107	located_in	Entity9985	C1001078	C1001079	synthetic
Entity108	co_occurs_with	Entity3945	C1001080	C1001081	synthetic
Entity108	expressed_in	Entity9554	C1001082	C1001083	synthetic
Entity108	similar_to	Entity3804	C1001084	C1001085	synthetic
Entity108	similar_to	Entity4161	C1001086	C1001087	synthetic
Entity108	associated_with	Entity4183	C1001088	C1001089	synthetic
Entity109	regulates	Entity7622	C1001090	C1001091	synthetic
Entity109	mutated_in	Entity8955	C1001092	C1001093	synthetic
Entity109	similar_to	Entity1210	C1001094	C1001095	synthetic
Entity109	follows	Entity5661	C1001096	C1001097	synthetic
Entity109	derived_from	Entity4901	C1001098	C1001099	synthetic
Entity110	similar_to	Entity4097	C1001100	C1001101	synthetic
Entity110	inhibits	Entity4949	C1001102	C1001103	synthetic
Entity110	co_occurs_with	Entity6302	C1001104	C1001105	synthetic
Entity110	activates	Entity1747	C1001106	C1001107	synthetic
Entity110	follows	Entity6248	C1001108	C1001109	synthetic
Entity111	follows	Entity5881	C1001110	C1001111	synthetic
Entity111	regulates	Entity4847	C1001112	C1001113	synthetic
Entity111	located_in	Entity359	C1001114	C1001115	synthetic
Entity111	associated_with	Entity4497	C1001116	C1001117	synthetic
Entity111	causes	Entity9272	C1001118	C1001119	synthetic
Entity112	co_occurs_with	Entity9935	C1001120	C1001121	synthetic
Entity112	activates	Entity4689	C1001122	C1001123	synthetic
Entity112	has_phenotype	Entity9946	C1001124	C1001125	synthetic
Entity112	inhibits	Entity3588	C1001126	C1001127	synthetic
Entity112	expressed_in	Entity4106	C1001128	C1001129	synthetic
Entity113	causes	Entity1591	C1001130	C1001131	synthetic
Entity113	similar_to	Entity5061	C1001132	C1001133	synthetic
Entity113	follows	Entity546	C1001134	C1001135	synthetic
Entity113	expressed_in	Entity5977	C1001136	C1001137	synthetic
Entity113	regulates	Entity1476	C1001138	C1001139	synthetic
Entity114	derived_from	Entity5352	C1001140	C1001141	synthetic
Entity114	inhibits	Entity2877	C1001142	C1001143	synthetic
Entity114	precedes	Entity2165	C1001144	C1001145	synthetic
Entity114	correlated_with	Entity5994	C1001146	C1001147	synthetic
Entity114	binds_to	Entity8221	C1001148	C1001149	synthetic
Entity115	binds_to	Entity2695	C1001150	C1001151	synthetic
Entity115	regulates	Entity7894	C1001152	C1001153	synthetic
Entity115	interacts_with	Entity5549	C1001154	C1001155	synthetic
Entity115	treats	Entity7673	C1001156	C1001157	synthetic
Entity115	activates	Entity2306	C1001158	C1001159	synthetic
Entity116	precedes	Entity6511	C1001160	C1001161	synthetic
Entity116	treats	Entity5992	C1001162	C1001163	synthetic
Entity116	associated_with	Entity6464	C1001164	C1001165	synthetic
Entity116	precedes	Entity4332	C1001166	C1001167	synthetic
Entity116	similar_to	Entity2024	C1001168	C1001169	synthetic
Entity117	binds_to	Entity6038	C1001170	C1001171	synthetic
Entity117	located_in	Entity9577	C1001172	C1001173	synthetic
Entity117	interacts_with	Entity6086	C1001174	C1001175	synthetic
Entity117	co_occurs_with	Entity3830	C1001176	C1001177	synthetic
Entity117	part_of	Entity410	C1001178	C1001179	synthetic
Entity118	belongs_to_pathway	Entity9198	C1001180	C1001181	synthetic
Entity118	activates	Entity9995	C1001182	C1001183	synthetic
Entity118	similar_to	Entity1035	C1001184	C1001185	synthetic
Entity118	derived_from	Entity4951	C1001186	C1001187	synthetic
Entity118	expressed_in	Entity1911	C1001188	C1001189	synthetic
Entity119	causes	Entity742	C1001190	C1001191	synthetic
Entity119	co_occurs_with	Entity4986	C1001192	C1001193	synthetic
Entity119	interacts_with	Entity1902	C1001194	C1001195	synthetic
Entity119	precedes	Entity3846	C1001196	C1001197	synthetic
Entity119	located_in	Entity2222	C1001198	C1001199	synthetic
Entity120	has_phenotype	Entity7432	C1001200	C1001201	synthetic
Entity120	derived_from	Entity8850	C1001202	C1001203	synthetic
Entity120	expressed_in	Entity9622	C1001204	C1001205	synthetic
Entity120	interacts_with	Entity6797	C1001206	C1001207	synthetic
Entity120	part_of	Entity8017	C1001208	C1001209	synthetic
Entity121	binds_to	Entity6686	C1001210	C1001211	synthetic
Entity121	has_phenotype	Entity536	C1001212	C1001213	synthetic
Entity121	similar_to	Entity3559	C1001214	C1001215	synthetic
Entity121	activates	Entity7285	C1001216	C1001217	synthetic
Entity121	interacts_with	Entity5942	C1001218	C1001219	synthetic
Entity122	precedes	Entity6018	C1001220	C1001221	synthetic
Entity122	causes	Entity5876	C1001222	C1001223	synthetic
Entity122	binds_to	Entity6523	C1001224	C1001225	synthetic
Entity122	interacts_with	Entity3109	C1001226	C1001227	synthetic
Entity122	treats	Entity7450	C1001228	C1001229	synthetic
Entity123	part_of	Entity3475	C1001230	C1001231	synthetic
Entity123	causes	Entity349	C1001232	C1001233	synthetic
Entity123	activates	Entity5464	C1001234	C1001235	synthetic
Entity123	follows	Entity2063	C1001236	C1001237	synthetic
Entity123	treats	Entity3362	C1001238	C1001239	synthetic
Entity124	inhibits	Entity9080	C1001240	C1001241	synthetic
Entity124	inhibits	Entity9607	C1001242	C1001243	synthetic
Entity124	belongs_to_pathway	Entity3817	C1001244	C1001245	synthetic
Entity124	part_of	Entity2417	C1001246	C1001247	synthetic
Entity124	binds_to	Entity46	C1001248	C1001249	synthetic
Entity125	expressed_in	Entity2370	C1001250	C1001251	synthetic
Entity125	binds_to	Entity8850	C1001252	C1001253	synthetic
Entity125	interacts_with	Entity2858	C1001254	C1001255	synthetic
Entity125	expressed_in	Entity422	C1001256	C1001257	synthetic
Entity125	has_phenotype	Entity243	C1001258	C1001259	synthetic
Entity126	follows	Entity3898	C1001260	C1001261	synthetic
Entity126	associated_with	Entity5304	C1001262	C1001263	synthetic
Entity126	binds_to	Entity2854	C1001264	C1001265	synthetic
Entity126	expressed_in	Entity858	C1001266	C1001267	synthetic
Entity126	correlated_with	Entity6897	C1001268	C1001269	synthetic
Entity127	treats	Entity1862	C1001270	C1001271	synthetic
Entity127	similar_to	Entity7802	C1001272	C1001273	synthetic
Entity127	correlated_with	Entity5931	C1001274	C1001275	synthetic
Entity127	interacts_with	Entity9726	C1001276	C1001277	synthetic
Entity127	correlated_with	Entity7405	C1001278	C1001279	synthetic
Entity128	part_of	Entity3629	C1001280	C1001281	synthetic
Entity128	correlated_with	Entity710	C1001282	C1001283	synthetic
Entity128	similar_to	Entity4941	C1001284	C1001285	synthetic
Entity128	causes	Entity510	C1001286	C1001287	synthetic
Entity128	located_in	Entity7847	C1001288	C1001289	synthetic
Entity129	interacts_with	Entity6984	C1001290	C1001291	synthetic
Entity129	similar_to	Entity8032	C1001292	C1001293	synthetic
Entity129	treats	Entity1204	C1001294	C1001295	synthetic
Entity129	part_of	Entity5277	C1001296	C1001297	synthetic
Entity129	treats	Entity2430	C1001298	C1001299	synthetic
Entity130	binds_to	Entity2067	C1001300	C1001301	synthetic
Entity130	precedes	Entity9590	C1001302	C1001303	synthetic
Entity130	located_in	Entity5327	C1001304	C1001305	synthetic
Entity130	correlated_with	Entity9787	C1001306	C1001307	synthetic
Entity130	similar_to	Entity4831	C1001308	C1001309	synthetic
Entity131	part_of	Entity8282	C1001310	C1001311	synthetic
Entity131	interacts_with	Entity7048	C1001312	C1001313	synthetic
Entity131	precedes	Entity1874	C1001314	C1001315	synthetic
Entity131	derived_from	Entity3522	C1001316	C1001317	synthetic
Entity131	activates	Entity7398	C1001318	C1001319	synthetic
Entity132	belongs_to_pathway	Entity6779	C1001320	C1001321	synthetic
Entity132	located_in	Entity7430	C1001322	C1001323	synthetic
Entity132	interacts_with	Entity6815	C1001324	C1001325	synthetic
Entity132	derived_from	Entity5120	C1001326	C1001327	synthetic
Entity132	binds_to	Entity5120	C1001328	C1001329	synthetic
Entity133	expressed_in	Entity6132	C1001330	C1001331	synthetic
Entity133	treats	Entity7770	C1001332	C1001333	synthetic
Entity133	treats	Entity1494	C1001334	C1001335	synthetic
Entity133	derived_from	Entity1527	C1001336	C1001337	synthetic
Entity133	has_phenotype	Entity1582	C1001338	C1001339	synthetic
Entity134	precedes	Entity2131	C1001340	C1001341	synthetic
Entity134	follows	Entity982	C1001342	C1001343	synthetic
Entity134	precedes	Entity9201	C1001344	C1001345	synthetic
Entity134	interacts_with	Entity5400	C1001346	C1001347	synthetic
Entity134	has_phenotype	Entity6730	C1001348	C1001349	synthetic
Entity135	causes	Entity6929	C1001350	C1001351	synthetic
Entity135	part_of	Entity4712	C1001352	C1001353	synthetic
Entity135	has_phenotype	Entity5119	C1001354	C1001355	synthetic
Entity135	follows	Entity1697	C1001356	C1001357	synthetic
Entity135	inhibits	Entity8313	C1001358	C1001359	synthetic
Entity136	co_occurs_with	Entity2535	C1001360	C1001361	synthetic
Entity136	interacts_with	Entity3674	C1001362	C1001363	synthetic
Entity136	precedes	Entity5736	C1001364	C1001365	synthetic
Entity136	interacts_with	Entity6022	C1001366	C1001367	synthetic
Entity136	follows	Entity4564	C1001368	C1001369	synthetic
Entity137	derived_from	Entity3705	C1001370	C1001371	synthetic
Entity137	part_of	Entity9190	C1001372	C1001373	synthetic
Entity137	associated_with	Entity9121	C1001374	C1001375	synthetic
Entity137	binds_to	Entity9977	C1001376	C1001377	synthetic
Entity137	mutated_in	Entity474	C1001378	C1001379	synthetic
Entity138	regulates	Entity4477	C1001380	C1001381	synthetic
Entity138	has_phenotype	Entity5567	C1001382	C1001383	synthetic
Entity138	mutated_in	Entity100	C1001384	C1001385	synthetic
Entity138	follows	Entity2347	C1001386	C1001387	synthetic
Entity138	treats	Entity6566	C1001388	C1001389	synthetic
Entity139	associated_with	Entity2324	C1001390	C1001391	synthetic
Entity139	correlated_with	Entity1503	C1001392	C1001393	synthetic
Entity139	located_in	Entity3524	C1001394	C1001395	synthetic
Entity139	similar_to	Entity6878	C1001396	C1001397	synthetic
Entity139	mutated_in	Entity5585	C1001398	C1001399	synthetic
Entity140	regulates	Entity6062	C1001400	C1001401	synthetic
Entity140	follows	Entity5314	C1001402	C1001403	synthetic
Entity140	treats	Entity9768	C1001404	C1001405	synthetic
Entity140	expressed_in	Entity861	C1001406	C1001407	synthetic
Entity140	part_of	Entity2579	C1001408	C1001409	synthetic
Entity141	treats	Entity815	C1001410	C1001411	synthetic
Entity141	similar_to	Entity4458	C1001412	C1001413	synthetic
Entity141	co_occurs_with	Entity6947	C1001414	C1001415	synthetic
Entity141	similar_to	Entity9946	C1001416	C1001417	synthetic
Entity141	binds_to	Entity6785	C1001418	C1001419	synthetic
Entity142	correlated_with	Entity3531	C1001420	C1001421	synthetic
Entity142	has_phenotype	Entity1864	C1001422	C1001423	synthetic
Entity142	interacts_with	Entity7043	C1001424	C1001425	synthetic
Entity142	follows	Entity4640	C1001426	C1001427	synthetic
Entity142	correlated_with	Entity7972	C1001428	C1001429	synthetic
Entity143	causes	Entity5053	C1001430	C1001431	synthetic
Entity143	located_in	Entity3612	C1001432	C1001433	synthetic
Entity143	causes	Entity9819	C1001434	C1001435	synthetic
Entity143	inhibits	Entity125	C1001436	C1001437	synthetic
Entity143	inhibits	Entity4938	C1001438	C1001439	synthetic
Entity144	binds_to	Entity2248	C1001440	C1001441	synthetic
Entity144	belongs_to_pathway	Entity4742	C1001442	C1001443	synthetic
Entity144	associated_with	Entity1965	C1001444	C1001445	synthetic
Entity144	derived_from	Entity8149	C1001446	C1001447	synthetic
Entity144	expressed_in	Entity2878	C1001448	C1001449	synthetic
Entity145	precedes	Entity6229	C1001450	C1001451	synthetic
Entity145	correlated_with	Entity3770	C1001452	C1001453	synthetic
Entity145	has_phenotype	Entity9154	C1001454	C1001455	synthetic
Entity145	located_in	Entity1180	C1001456	C1001457	synthetic
Entity145	derived_from	Entity693	C1001458	C1001459	synthetic
Entity146	similar_to	Entity307	C1001460	C1001461	synthetic
Entity146	belongs_to_pathway	Entity1275	C1001462	C1001463	synthetic
Entity146	derived_from	Entity9433	C1001464	C1001465	synthetic
Entity146	located_in	Entity9394	C1001466	C1001467	synthetic
Entity146	regulates	Entity6843	C1001468	C1001469	synthetic
Entity147	located_in	Entity1887	C1001470	C1001471	synthetic
Entity147	belongs_to_pathway	Entity341	C1001472	C1001473	synthetic
Entity147	part_of	Entity2815	C1001474	C1001475	synthetic
Entity147	has_phenotype	Entity7538	C1001476	C1001477	synthetic
Entity147	derived_from	Entity1443	C1001478	C1001479	synthetic
Entity148	activates	Entity1734	C1001480	C1001481	synthetic
Entity148	follows	Entity7138	C1001482	C1001483	synthetic
Entity148	correlated_with	Entity6560	C1001484	C1001485	synthetic
